Gun_Vac, Gun_Cross, SRF_Cavity_Vac, HE_Sraight_Vac, Insulating_Vac, E_Station_Vac, BH_OC_Temp, DBA_Pipe_Temp, Cu_Gun_Temp, HE_Straight_Col, DBA_Dump_CHWR, DBA_Dump_CHWS, Tuner_Plate_Temp, Gate_Valve_Downstream_Temp, Gate_Valve_Upstream_Temp, Loop_Bypass_CHWS, Loop_Bypass_CHWR, DBA_Coupler, Coupler_Shoulder, Solenoid_4_Temp, Solenoid_5_Temp
1585902737737.7385, 289.3452727061286, 289.3638795208745, 289.3824863356204, 289.4010931503663, 289.5313408535876, 289.5685544830794, 30101.008725867523, 30105.008725867523, 30103.008725867523, 30111.008725867523, 30311.008725867523, 30309.008725867523, 30109.008725867523, 30267.008725867523, 30263.008725867523, 30297.008725867523, 30299.008725867523, 30261.008725867523, 30211.008725867523, 30269.008725867523, 30271.008725867523
1585902738004.3918, 291.9287126410048, 291.9474855880252, 291.9662585350456, 291.985031482066, 292.1164421112089, 292.15398800524974, 30101.008803777055, 30105.008803777055, 30103.008803777055, 30111.008803777055, 30311.008803777055, 30309.008803777055, 30109.008803777055, 30267.008803777055, 30263.008803777055, 30297.008803777055, 30299.008803777055, 30261.008803777055, 30211.008803777055, 30269.008803777055, 30271.008803777055
1585902738259.7886, 294.5121525758809, 294.5310916551758, 294.5500307344708, 294.5689698137657, 294.70154336883024, 294.7394215274201, 30101.008881686586, 30105.008881686586, 30103.008881686586, 30111.008881686586, 30311.008881686586, 30309.008881686586, 30109.008881686586, 30267.008881686586, 30263.008881686586, 30297.008881686586, 30299.008881686586, 30261.008881686586, 30211.008881686586, 30269.008881686586, 30271.008881686586
1585902738526.8225, 297.09559251075706, 297.1146977223265, 297.13380293389594, 297.1529081454654, 297.28664462645156, 297.3248550495905, 30101.008959596118, 30105.008959596118, 30103.008959596118, 30111.008959596118, 30311.008959596118, 30309.008959596118, 30109.008959596118, 30267.008959596118, 30263.008959596118, 30297.008959596118, 30299.008959596118, 30261.008959596118, 30211.008959596118, 30269.008959596118, 30271.008959596118
1585902738787.072, 299.6790324456332, 299.69830378947717, 299.71757513332113, 299.7368464771651, 299.8717458840729, 299.9102885717608, 30101.00903750565, 30105.00903750565, 30103.00903750565, 30111.00903750565, 30311.00903750565, 30309.00903750565, 30109.00903750565, 30267.00903750565, 30263.00903750565, 30297.00903750565, 30299.00903750565, 30261.00903750565, 30211.00903750565, 30269.00903750565, 30271.00903750565
1585902739041.3564, 302.26247238050934, 302.28190985662786, 302.30134733274633, 302.3207848088648, 302.4568471416942, 302.4957220939312, 30101.00911541518, 30105.00911541518, 30103.00911541518, 30111.00911541518, 30311.00911541518, 30309.00911541518, 30109.00911541518, 30267.00911541518, 30263.00911541518, 30297.00911541518, 30299.00911541518, 30261.00911541518, 30211.00911541518, 30269.00911541518, 30271.00911541518
1585902739306.4192, 304.8459123153855, 304.8655159237785, 304.88511953217153, 304.9047231405645, 305.0419483993155, 305.0811556161015, 30101.009193324713, 30105.009193324713, 30103.009193324713, 30111.009193324713, 30311.009193324713, 30309.009193324713, 30109.009193324713, 30267.009193324713, 30263.009193324713, 30297.009193324713, 30299.009193324713, 30261.009193324713, 30211.009193324713, 30269.009193324713, 30271.009193324713
1585902739561.1968, 307.4293522502617, 307.44912199092914, 307.46889173159667, 307.4886614722642, 307.62704965693683, 307.6665891382719, 30101.00927123424, 30105.00927123424, 30103.00927123424, 30111.00927123424, 30311.00927123424, 30309.00927123424, 30109.00927123424, 30267.00927123424, 30263.00927123424, 30297.00927123424, 30299.00927123424, 30261.00927123424, 30211.00927123424, 30269.00927123424, 30271.00927123424
1585902739828.9944, 310.0127921851378, 310.03272805807984, 310.05266393102187, 310.0725998039639, 310.21215091455815, 310.2520226604422, 30101.009349143773, 30105.009349143773, 30103.009349143773, 30111.009349143773, 30311.009349143773, 30309.009349143773, 30109.009349143773, 30267.009349143773, 30263.009349143773, 30297.009349143773, 30299.009349143773, 30261.009349143773, 30211.009349143773, 30269.009349143773, 30271.009349143773
1585902740091.6453, 312.59623212001395, 312.6163341252305, 312.63643613044707, 312.6565381356636, 312.79725217217947, 312.8374561826126, 30101.009427053305, 30105.009427053305, 30103.009427053305, 30111.009427053305, 30311.009427053305, 30309.009427053305, 30109.009427053305, 30267.009427053305, 30263.009427053305, 30297.009427053305, 30299.009427053305, 30261.009427053305, 30211.009427053305, 30269.009427053305, 30271.009427053305
1585902740354.673, 315.1796720548901, 315.1999401923812, 315.2202083298722, 315.2404764673633, 315.3823534298008, 315.42288970478296, 30101.009504962836, 30105.009504962836, 30103.009504962836, 30111.009504962836, 30311.009504962836, 30309.009504962836, 30109.009504962836, 30267.009504962836, 30263.009504962836, 30297.009504962836, 30299.009504962836, 30261.009504962836, 30211.009504962836, 30269.009504962836, 30271.009504962836
1585902740618.6094, 317.76311198976623, 317.7835462595318, 317.8039805292974, 317.824414799063, 317.9674546874221, 318.0083232269533, 30101.009582872368, 30105.009582872368, 30103.009582872368, 30111.009582872368, 30311.009582872368, 30309.009582872368, 30109.009582872368, 30267.009582872368, 30263.009582872368, 30297.009582872368, 30299.009582872368, 30261.009582872368, 30211.009582872368, 30269.009582872368, 30271.009582872368
1585902740874.9668, 320.34655192464237, 320.3671523266825, 320.3877527287226, 320.4083531307627, 320.5525559450434, 320.59375674912366, 30101.0096607819, 30105.0096607819, 30103.0096607819, 30111.0096607819, 30311.0096607819, 30309.0096607819, 30109.0096607819, 30267.0096607819, 30263.0096607819, 30297.0096607819, 30299.0096607819, 30261.0096607819, 30211.0096607819, 30269.0096607819, 30271.0096607819
1585902741137.1782, 322.92999185951857, 322.95075839383315, 322.9715249281478, 322.9922914624624, 323.13765720266474, 323.179190271294, 30101.00973869143, 30105.00973869143, 30103.00973869143, 30111.00973869143, 30311.00973869143, 30309.00973869143, 30109.00973869143, 30267.00973869143, 30263.00973869143, 30297.00973869143, 30299.00973869143, 30261.00973869143, 30211.00973869143, 30269.00973869143, 30271.00973869143
1585902741403.6592, 325.5134317943947, 325.53436446098385, 325.55529712757294, 325.5762297941621, 325.72275846028606, 325.76462379346435, 30101.009816600963, 30105.009816600963, 30103.009816600963, 30111.009816600963, 30311.009816600963, 30309.009816600963, 30109.009816600963, 30267.009816600963, 30263.009816600963, 30297.009816600963, 30299.009816600963, 30261.009816600963, 30211.009816600963, 30269.009816600963, 30271.009816600963
1585902741671.7817, 328.09687172927084, 328.1179705281345, 328.13906932699814, 328.1601681258618, 328.3078597179074, 328.3500573156347, 30101.009894510495, 30105.009894510495, 30103.009894510495, 30111.009894510495, 30311.009894510495, 30309.009894510495, 30109.009894510495, 30267.009894510495, 30263.009894510495, 30297.009894510495, 30299.009894510495, 30261.009894510495, 30211.009894510495, 30269.009894510495, 30271.009894510495
1585902741922.4944, 330.680311664147, 330.70157659528513, 330.72284152642334, 330.7441064575615, 330.8929609755287, 330.93549083780505, 30101.009972420026, 30105.009972420026, 30103.009972420026, 30111.009972420026, 30311.009972420026, 30309.009972420026, 30109.009972420026, 30267.009972420026, 30263.009972420026, 30297.009972420026, 30299.009972420026, 30261.009972420026, 30211.009972420026, 30269.009972420026, 30271.009972420026
1585902742189.8503, 333.2637515990231, 333.28518266243583, 333.30661372584854, 333.3280447892612, 333.47806223315, 333.5209243599754, 30101.010050329558, 30105.010050329558, 30103.010050329558, 30111.010050329558, 30311.010050329558, 30309.010050329558, 30109.010050329558, 30267.010050329558, 30263.010050329558, 30297.010050329558, 30299.010050329558, 30261.010050329558, 30211.010050329558, 30269.010050329558, 30271.010050329558
1585902742464.034, 335.84719153389926, 335.86878872958647, 335.8903859252737, 335.9119831209609, 336.06316349077133, 336.10635788214574, 30101.01012823909, 30105.01012823909, 30103.01012823909, 30111.01012823909, 30311.01012823909, 30309.01012823909, 30109.01012823909, 30267.01012823909, 30263.01012823909, 30297.01012823909, 30299.01012823909, 30261.01012823909, 30211.01012823909, 30269.01012823909, 30271.01012823909
1585902742726.761, 338.4306314687754, 338.45239479673717, 338.4741581246989, 338.4959214526606, 338.64826474839265, 338.6917914043161, 30101.01020614862, 30105.01020614862, 30103.01020614862, 30111.01020614862, 30311.01020614862, 30309.01020614862, 30109.01020614862, 30267.01020614862, 30263.01020614862, 30297.01020614862, 30299.01020614862, 30261.01020614862, 30211.01020614862, 30269.01020614862, 30271.01020614862
1585902742987.2708, 341.0140714036516, 341.0360008638878, 341.0579303241241, 341.0798597843603, 341.23336600601397, 341.27722492648644, 30101.010284058153, 30105.010284058153, 30103.010284058153, 30111.010284058153, 30311.010284058153, 30309.010284058153, 30109.010284058153, 30267.010284058153, 30263.010284058153, 30297.010284058153, 30299.010284058153, 30261.010284058153, 30211.010284058153, 30269.010284058153, 30271.010284058153
1585902743248.9392, 343.59751133852774, 343.6196069310385, 343.6417025235492, 343.66379811606, 343.8184672636353, 343.8626584486568, 30101.010361967685, 30105.010361967685, 30103.010361967685, 30111.010361967685, 30311.010361967685, 30309.010361967685, 30109.010361967685, 30267.010361967685, 30263.010361967685, 30297.010361967685, 30299.010361967685, 30261.010361967685, 30211.010361967685, 30269.010361967685, 30271.010361967685
1585902743512.8877, 346.1809512734039, 346.20321299818914, 346.2254747229744, 346.2477364477597, 346.4035685212566, 346.44809197082714, 30101.010439877213, 30105.010439877213, 30103.010439877213, 30111.010439877213, 30311.010439877213, 30309.010439877213, 30109.010439877213, 30267.010439877213, 30263.010439877213, 30297.010439877213, 30299.010439877213, 30261.010439877213, 30211.010439877213, 30269.010439877213, 30271.010439877213
1585902743767.8254, 348.76439120828, 348.7868190653398, 348.8092469223996, 348.8316747794594, 348.9886697788779, 349.0335254929975, 30101.010517786744, 30105.010517786744, 30103.010517786744, 30111.010517786744, 30311.010517786744, 30309.010517786744, 30109.010517786744, 30267.010517786744, 30263.010517786744, 30297.010517786744, 30299.010517786744, 30261.010517786744, 30211.010517786744, 30269.010517786744, 30271.010517786744
1585902744021.4675, 351.34783114315616, 351.3704251324905, 351.3930191218248, 351.4156131111591, 351.57377103649924, 351.6189590151679, 30101.010595696276, 30105.010595696276, 30103.010595696276, 30111.010595696276, 30311.010595696276, 30309.010595696276, 30109.010595696276, 30267.010595696276, 30263.010595696276, 30297.010595696276, 30299.010595696276, 30261.010595696276, 30211.010595696276, 30269.010595696276, 30271.010595696276
1585902744284.864, 353.9312710780323, 353.9540311996411, 353.97679132124995, 353.9995514428588, 354.15887229412056, 354.2043925373382, 30101.010673605808, 30105.010673605808, 30103.010673605808, 30111.010673605808, 30311.010673605808, 30309.010673605808, 30109.010673605808, 30267.010673605808, 30263.010673605808, 30297.010673605808, 30299.010673605808, 30261.010673605808, 30211.010673605808, 30269.010673605808, 30271.010673605808
1585902744544.1475, 356.5147110129085, 356.5376372667918, 356.56056352067515, 356.5834897745585, 356.7439735517419, 356.7898260595086, 30101.01075151534, 30105.01075151534, 30103.01075151534, 30111.01075151534, 30311.01075151534, 30309.01075151534, 30109.01075151534, 30267.01075151534, 30263.01075151534, 30297.01075151534, 30299.01075151534, 30261.01075151534, 30211.01075151534, 30269.01075151534, 30271.01075151534
1585902744806.569, 359.09815094778463, 359.12124333394246, 359.14433572010034, 359.16742810625817, 359.3290748093632, 359.3752595816789, 30101.01082942487, 30105.01082942487, 30103.01082942487, 30111.01082942487, 30311.01082942487, 30309.01082942487, 30109.01082942487, 30267.01082942487, 30263.01082942487, 30297.01082942487, 30299.01082942487, 30261.01082942487, 30211.01082942487, 30269.01082942487, 30271.01082942487
1585902745060.6177, 361.68159088266077, 361.70484940109316, 361.72810791952554, 361.75136643795787, 361.9141760669845, 361.9606931038493, 30101.010907334403, 30105.010907334403, 30103.010907334403, 30111.010907334403, 30311.010907334403, 30309.010907334403, 30109.010907334403, 30267.010907334403, 30263.010907334403, 30297.010907334403, 30299.010907334403, 30261.010907334403, 30211.010907334403, 30269.010907334403, 30271.010907334403
1585902745324.4705, 364.2650308175369, 364.2884554682438, 364.3118801189507, 364.33530476965757, 364.4992773246058, 364.5461266260196, 30101.010985243935, 30105.010985243935, 30103.010985243935, 30111.010985243935, 30311.010985243935, 30309.010985243935, 30109.010985243935, 30267.010985243935, 30263.010985243935, 30297.010985243935, 30299.010985243935, 30261.010985243935, 30211.010985243935, 30269.010985243935, 30271.010985243935
1585902745582.0, 366.84847075241305, 366.8720615353945, 366.8956523183759, 366.91924310135727, 367.08437858222715, 367.13156014819, 30101.011063153466, 30105.011063153466, 30103.011063153466, 30111.011063153466, 30311.011063153466, 30309.011063153466, 30109.011063153466, 30267.011063153466, 30263.011063153466, 30297.011063153466, 30299.011063153466, 30261.011063153466, 30211.011063153466, 30269.011063153466, 30271.011063153466
1585902745844.8892, 369.4319106872892, 369.45566760254513, 369.4794245178011, 369.50318143305697, 369.66947983984846, 369.71699367036035, 30101.011141062998, 30105.011141062998, 30103.011141062998, 30111.011141062998, 30311.011141062998, 30309.011141062998, 30109.011141062998, 30267.011141062998, 30263.011141062998, 30297.011141062998, 30299.011141062998, 30261.011141062998, 30211.011141062998, 30269.011141062998, 30271.011141062998
1585902746111.3296, 372.01535062216533, 372.0392736696958, 372.0631967172262, 372.08711976475666, 372.2545810974698, 372.3024271925307, 30101.01121897253, 30105.01121897253, 30103.01121897253, 30111.01121897253, 30311.01121897253, 30309.01121897253, 30109.01121897253, 30267.01121897253, 30263.01121897253, 30297.01121897253, 30299.01121897253, 30261.01121897253, 30211.01121897253, 30269.01121897253, 30271.01121897253
1585902746376.7625, 374.5987905570415, 374.62287973684647, 374.6469689166514, 374.67105809645636, 374.8396823550911, 374.88786071470105, 30101.01129688206, 30105.01129688206, 30103.01129688206, 30111.01129688206, 30311.01129688206, 30309.01129688206, 30109.01129688206, 30267.01129688206, 30263.01129688206, 30297.01129688206, 30299.01129688206, 30261.01129688206, 30211.01129688206, 30269.01129688206, 30271.01129688206
1585902746649.1453, 377.18223049191766, 377.2064858039971, 377.2307411160766, 377.25499642815606, 377.4247836127124, 377.47329423687137, 30101.011374791593, 30105.011374791593, 30103.011374791593, 30111.011374791593, 30311.011374791593, 30309.011374791593, 30109.011374791593, 30267.011374791593, 30263.011374791593, 30297.011374791593, 30299.011374791593, 30261.011374791593, 30211.011374791593, 30269.011374791593, 30271.011374791593
1585902746916.3286, 379.7656704267938, 379.7900918711478, 379.8145133155018, 379.83893475985576, 380.00988487033374, 380.05872775904174, 30101.011452701125, 30105.011452701125, 30103.011452701125, 30111.011452701125, 30311.011452701125, 30309.011452701125, 30109.011452701125, 30267.011452701125, 30263.011452701125, 30297.011452701125, 30299.011452701125, 30261.011452701125, 30211.011452701125, 30269.011452701125, 30271.011452701125
1585902747178.384, 382.34911036166994, 382.37369793829845, 382.39828551492695, 382.42287309155546, 382.59498612795505, 382.64416128121206, 30101.011530610656, 30105.011530610656, 30103.011530610656, 30111.011530610656, 30311.011530610656, 30309.011530610656, 30109.011530610656, 30267.011530610656, 30263.011530610656, 30297.011530610656, 30299.011530610656, 30261.011530610656, 30211.011530610656, 30269.011530610656, 30271.011530610656
1585902747441.7285, 384.9325502965461, 384.95730400544915, 384.98205771435215, 385.00681142325516, 385.18008738557637, 385.22959480338244, 30101.011608520188, 30105.011608520188, 30103.011608520188, 30111.011608520188, 30311.011608520188, 30309.011608520188, 30109.011608520188, 30267.011608520188, 30263.011608520188, 30297.011608520188, 30299.011608520188, 30261.011608520188, 30211.011608520188, 30269.011608520188, 30271.011608520188
1585902747723.9443, 387.5159902314222, 387.5409100725998, 387.56582991377735, 387.59074975495486, 387.7651886431977, 387.8150283255528, 30101.011686429716, 30105.011686429716, 30103.011686429716, 30111.011686429716, 30311.011686429716, 30309.011686429716, 30109.011686429716, 30267.011686429716, 30263.011686429716, 30297.011686429716, 30299.011686429716, 30261.011686429716, 30211.011686429716, 30269.011686429716, 30271.011686429716
1585902747983.5146, 390.0994301662984, 390.1245161397505, 390.14960211320255, 390.17468808665456, 390.350289900819, 390.40046184772314, 30101.011764339248, 30105.011764339248, 30103.011764339248, 30111.011764339248, 30311.011764339248, 30309.011764339248, 30109.011764339248, 30267.011764339248, 30263.011764339248, 30297.011764339248, 30299.011764339248, 30261.011764339248, 30211.011764339248, 30269.011764339248, 30271.011764339248
1585902748241.0723, 392.68287010117456, 392.7081222069011, 392.7333743126277, 392.75862641835425, 392.9353911584403, 392.9858953698935, 30101.01184224878, 30105.01184224878, 30103.01184224878, 30111.01184224878, 30311.01184224878, 30309.01184224878, 30109.01184224878, 30267.01184224878, 30263.01184224878, 30297.01184224878, 30299.01184224878, 30261.01184224878, 30211.01184224878, 30269.01184224878, 30271.01184224878
1585902748515.0051, 395.2663100360507, 395.29172827405176, 395.3171465120529, 395.342564750054, 395.52049241606164, 395.57132889206383, 30101.01192015831, 30105.01192015831, 30103.01192015831, 30111.01192015831, 30311.01192015831, 30309.01192015831, 30109.01192015831, 30267.01192015831, 30263.01192015831, 30297.01192015831, 30299.01192015831, 30261.01192015831, 30211.01192015831, 30269.01192015831, 30271.01192015831
1585902748767.7136, 397.84974997092684, 397.87533434120246, 397.9009187114781, 397.9265030817537, 398.10559367368296, 398.1567624142342, 30101.011998067843, 30105.011998067843, 30103.011998067843, 30111.011998067843, 30311.011998067843, 30309.011998067843, 30109.011998067843, 30267.011998067843, 30263.011998067843, 30297.011998067843, 30299.011998067843, 30261.011998067843, 30211.011998067843, 30269.011998067843, 30271.011998067843
1585902749019.127, 400.433189905803, 400.4589404083531, 400.4846909109032, 400.5104414134534, 400.6906949313043, 400.7421959364045, 30101.012075977374, 30105.012075977374, 30103.012075977374, 30111.012075977374, 30311.012075977374, 30309.012075977374, 30109.012075977374, 30267.012075977374, 30263.012075977374, 30297.012075977374, 30299.012075977374, 30261.012075977374, 30211.012075977374, 30269.012075977374, 30271.012075977374
1585902749270.7864, 403.0166298406791, 403.0425464755038, 403.0684631103284, 403.0943797451531, 403.2757961889256, 403.3276294585749, 30101.012153886906, 30105.012153886906, 30103.012153886906, 30111.012153886906, 30311.012153886906, 30309.012153886906, 30109.012153886906, 30267.012153886906, 30263.012153886906, 30297.012153886906, 30299.012153886906, 30261.012153886906, 30211.012153886906, 30269.012153886906, 30271.012153886906
1585902749529.2874, 405.6000697755553, 405.62615254265444, 405.6522353097536, 405.6783180768528, 405.8608974465469, 405.9130629807453, 30101.012231796438, 30105.012231796438, 30103.012231796438, 30111.012231796438, 30311.012231796438, 30309.012231796438, 30109.012231796438, 30267.012231796438, 30263.012231796438, 30297.012231796438, 30299.012231796438, 30261.012231796438, 30211.012231796438, 30269.012231796438, 30271.012231796438
1585902749785.7876, 408.18350971043145, 408.20975860980514, 408.2360075091788, 408.2622564085525, 408.44599870416823, 408.4984965029156, 30101.01230970597, 30105.01230970597, 30103.01230970597, 30111.01230970597, 30311.01230970597, 30309.01230970597, 30109.01230970597, 30267.01230970597, 30263.01230970597, 30297.01230970597, 30299.01230970597, 30261.01230970597, 30211.01230970597, 30269.01230970597, 30271.01230970597
1585902750055.4175, 410.7669496453076, 410.7933646769558, 410.81977970860396, 410.8461947402522, 411.03109996178955, 411.083930025086, 30101.0123876155, 30105.0123876155, 30103.0123876155, 30111.0123876155, 30311.0123876155, 30309.0123876155, 30109.0123876155, 30267.0123876155, 30263.0123876155, 30297.0123876155, 30299.0123876155, 30261.0123876155, 30211.0123876155, 30269.0123876155, 30271.0123876155
1585902750325.1326, 413.35038958018373, 413.3769707441065, 413.40355190802916, 413.4301330719519, 413.61620121941087, 413.6693635472563, 30101.012465525033, 30105.012465525033, 30103.012465525033, 30111.012465525033, 30311.012465525033, 30309.012465525033, 30109.012465525033, 30267.012465525033, 30263.012465525033, 30297.012465525033, 30299.012465525033, 30261.012465525033, 30211.012465525033, 30269.012465525033, 30271.012465525033
1585902750583.2544, 415.93382951505987, 415.9605768112571, 415.98732410745436, 416.0140714036516, 416.2013024770322, 416.2547970694267, 30101.012543434565, 30105.012543434565, 30103.012543434565, 30111.012543434565, 30311.012543434565, 30309.012543434565, 30109.012543434565, 30267.012543434565, 30263.012543434565, 30297.012543434565, 30299.012543434565, 30261.012543434565, 30211.012543434565, 30269.012543434565, 30271.012543434565
1585902750839.3577, 418.517269449936, 418.54418287840775, 418.5710963068795, 418.5980097353513, 418.7864037346535, 418.840230591597, 30101.012621344096, 30105.012621344096, 30103.012621344096, 30111.012621344096, 30311.012621344096, 30309.012621344096, 30109.012621344096, 30267.012621344096, 30263.012621344096, 30297.012621344096, 30299.012621344096, 30261.012621344096, 30211.012621344096, 30269.012621344096, 30271.012621344096
1585902751093.947, 421.10070938481215, 421.12778894555845, 421.1548685063047, 421.181948067051, 421.3715049922748, 421.42566411376737, 30101.012699253628, 30105.012699253628, 30103.012699253628, 30111.012699253628, 30311.012699253628, 30309.012699253628, 30109.012699253628, 30267.012699253628, 30263.012699253628, 30297.012699253628, 30299.012699253628, 30261.012699253628, 30211.012699253628, 30269.012699253628, 30271.012699253628
1585902751364.0398, 423.68414931968834, 423.7113950127091, 423.7386407057299, 423.7658863987507, 423.95660624989614, 424.01109763593774, 30101.01277716316, 30105.01277716316, 30103.01277716316, 30111.01277716316, 30311.01277716316, 30309.01277716316, 30109.01277716316, 30267.01277716316, 30263.01277716316, 30297.01277716316, 30299.01277716316, 30261.01277716316, 30211.01277716316, 30269.01277716316, 30271.01277716316
1585902751624.3872, 426.2675892545645, 426.2950010798598, 426.3224129051551, 426.3498247304504, 426.54170750751746, 426.59653115810806, 30101.01285507269, 30105.01285507269, 30103.01285507269, 30111.01285507269, 30311.01285507269, 30309.01285507269, 30109.01285507269, 30267.01285507269, 30263.01285507269, 30297.01285507269, 30299.01285507269, 30261.01285507269, 30211.01285507269, 30269.01285507269, 30271.01285507269
1585902751892.0867, 428.8510291894406, 428.8786071470104, 428.90618510458023, 428.9337630621501, 429.1268087651388, 429.18196468027844, 30101.01293298222, 30105.01293298222, 30103.01293298222, 30111.01293298222, 30311.01293298222, 30309.01293298222, 30109.01293298222, 30267.01293298222, 30263.01293298222, 30297.01293298222, 30299.01293298222, 30261.01293298222, 30211.01293298222, 30269.01293298222, 30271.01293298222
1585902752145.981, 431.43446912431676, 431.4622132141611, 431.48995730400543, 431.5177013938498, 431.7119100227601, 431.76739820244876, 30101.01301089175, 30105.01301089175, 30103.01301089175, 30111.01301089175, 30311.01301089175, 30309.01301089175, 30109.01301089175, 30267.01301089175, 30263.01301089175, 30297.01301089175, 30299.01301089175, 30261.01301089175, 30211.01301089175, 30269.01301089175, 30271.01301089175
1585902752397.249, 434.0179090591929, 434.04581928131176, 434.0737295034306, 434.1016397255495, 434.2970112803814, 434.35283172461914, 30101.013088801283, 30105.013088801283, 30103.013088801283, 30111.013088801283, 30311.013088801283, 30309.013088801283, 30109.013088801283, 30267.013088801283, 30263.013088801283, 30297.013088801283, 30299.013088801283, 30261.013088801283, 30211.013088801283, 30269.013088801283, 30271.013088801283
1585902752660.2373, 436.60134899406904, 436.6294253484624, 436.6575017028558, 436.6855780572492, 436.88211253800273, 436.93826524678946, 30101.013166710814, 30105.013166710814, 30103.013166710814, 30111.013166710814, 30311.013166710814, 30309.013166710814, 30109.013166710814, 30267.013166710814, 30263.013166710814, 30297.013166710814, 30299.013166710814, 30261.013166710814, 30211.013166710814, 30269.013166710814, 30271.013166710814
1585902752925.6497, 439.18478892894524, 439.2130314156131, 439.24127390228097, 439.2695163889489, 439.46721379562405, 439.52369876895983, 30101.013244620346, 30105.013244620346, 30103.013244620346, 30111.013244620346, 30311.013244620346, 30309.013244620346, 30109.013244620346, 30267.013244620346, 30263.013244620346, 30297.013244620346, 30299.013244620346, 30261.013244620346, 30211.013244620346, 30269.013244620346, 30271.013244620346
1585902753180.581, 441.7682288638214, 441.79663748276374, 441.82504610170616, 441.8534547206486, 442.05231505324537, 442.1091322911302, 30101.013322529878, 30105.013322529878, 30103.013322529878, 30111.013322529878, 30311.013322529878, 30309.013322529878, 30109.013322529878, 30267.013322529878, 30263.013322529878, 30297.013322529878, 30299.013322529878, 30261.013322529878, 30211.013322529878, 30269.013322529878, 30271.013322529878
1585902753437.4114, 444.3516687986975, 444.38024354991444, 444.40881830113136, 444.4373930523483, 444.6374163108667, 444.6945658133005, 30101.01340043941, 30105.01340043941, 30103.01340043941, 30111.01340043941, 30311.01340043941, 30309.01340043941, 30109.01340043941, 30267.01340043941, 30263.01340043941, 30297.01340043941, 30299.01340043941, 30261.01340043941, 30211.01340043941, 30269.01340043941, 30271.01340043941
1585902753697.3333, 446.93510873357366, 446.9638496170651, 446.9925905005565, 447.021331384048, 447.222517568488, 447.2799993354709, 30101.01347834894, 30105.01347834894, 30103.01347834894, 30111.01347834894, 30311.01347834894, 30309.01347834894, 30109.01347834894, 30267.01347834894, 30263.01347834894, 30297.01347834894, 30299.01347834894, 30261.01347834894, 30211.01347834894, 30269.01347834894, 30271.01347834894
1585902753961.6072, 449.5185486684498, 449.5474556842158, 449.5763626999817, 449.6052697157477, 449.8076188261093, 449.8654328576412, 30101.013556258473, 30105.013556258473, 30103.013556258473, 30111.013556258473, 30311.013556258473, 30309.013556258473, 30109.013556258473, 30267.013556258473, 30263.013556258473, 30297.013556258473, 30299.013556258473, 30261.013556258473, 30211.013556258473, 30269.013556258473, 30271.013556258473
1585902754226.6548, 452.10198860332594, 452.1310617513664, 452.1601348994069, 452.1892080474474, 452.39272008373064, 452.4508663798116, 30101.013634168005, 30105.013634168005, 30103.013634168005, 30111.013634168005, 30311.013634168005, 30309.013634168005, 30109.013634168005, 30267.013634168005, 30263.013634168005, 30297.013634168005, 30299.013634168005, 30261.013634168005, 30211.013634168005, 30269.013634168005, 30271.013634168005
1585902754490.769, 454.6854285382021, 454.7146678185171, 454.7439070988321, 454.7731463791471, 454.97782134135196, 455.0362999019819, 30101.013712077536, 30105.013712077536, 30103.013712077536, 30111.013712077536, 30311.013712077536, 30309.013712077536, 30109.013712077536, 30267.013712077536, 30263.013712077536, 30297.013712077536, 30299.013712077536, 30261.013712077536, 30211.013712077536, 30269.013712077536, 30271.013712077536
1585902754748.32, 457.26886847307827, 457.29827388566775, 457.32767929825724, 457.3570847108468, 457.5629225989733, 457.6217334241523, 30101.013789987068, 30105.013789987068, 30103.013789987068, 30111.013789987068, 30311.013789987068, 30309.013789987068, 30109.013789987068, 30267.013789987068, 30263.013789987068, 30297.013789987068, 30299.013789987068, 30261.013789987068, 30211.013789987068, 30269.013789987068, 30271.013789987068
1585902755004.3245, 459.8523084079544, 459.8818799528184, 459.91145149768244, 459.9410230425465, 460.1480238565946, 460.2071669463227, 30101.0138678966, 30105.0138678966, 30103.0138678966, 30111.0138678966, 30311.0138678966, 30309.0138678966, 30109.0138678966, 30267.0138678966, 30263.0138678966, 30297.0138678966, 30299.0138678966, 30261.0138678966, 30211.0138678966, 30269.0138678966, 30271.0138678966
1585902755256.2153, 462.43574834283055, 462.4654860199691, 462.49522369710763, 462.5249613742462, 462.7331251142159, 462.792600468493, 30101.01394580613, 30105.01394580613, 30103.01394580613, 30111.01394580613, 30311.01394580613, 30309.01394580613, 30109.01394580613, 30267.01394580613, 30263.01394580613, 30297.01394580613, 30299.01394580613, 30261.01394580613, 30211.01394580613, 30269.01394580613, 30271.01394580613
1585902755520.3296, 465.0191882777067, 465.04909208711973, 465.07899589653283, 465.1088997059459, 465.3182263718372, 465.37803399066337, 30101.014023715663, 30105.014023715663, 30103.014023715663, 30111.014023715663, 30311.014023715663, 30309.014023715663, 30109.014023715663, 30267.014023715663, 30263.014023715663, 30297.014023715663, 30299.014023715663, 30261.014023715663, 30211.014023715663, 30269.014023715663, 30271.014023715663
